LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC003718,Std,30/05/2013 23:00:00,0.731,ACORN-A,Affluent
MAC003718,Std,30/05/2013 23:30:00,0.157,ACORN-A,Affluent
MAC003718,Std,31/05/2013 00:00:00,0.435,ACORN-A,Affluent
MAC003718,Std,31/05/2013 00:30:00,0.4,ACORN-A,Affluent
MAC003718,Std,31/05/2013 01:00:00,0.088,ACORN-A,Affluent
MAC003718,Std,31/05/2013 01:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,31/05/2013 02:00:00,0.07,ACORN-A,Affluent
MAC003718,Std,31/05/2013 02:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,31/05/2013 03:00:00,0.082,ACORN-A,Affluent
MAC003718,Std,31/05/2013 03:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,31/05/2013 04:00:00,0.082,ACORN-A,Affluent
MAC003718,Std,31/05/2013 04:30:00,0.073,ACORN-A,Affluent
MAC003718,Std,31/05/2013 05:00:00,0.076,ACORN-A,Affluent
MAC003718,Std,31/05/2013 05:30:00,0.087,ACORN-A,Affluent
MAC003718,Std,31/05/2013 06:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,31/05/2013 06:30:00,0.298,ACORN-A,Affluent
MAC003718,Std,31/05/2013 07:00:00,0.193,ACORN-A,Affluent
MAC003718,Std,31/05/2013 07:30:00,0.198,ACORN-A,Affluent
MAC003718,Std,31/05/2013 08:00:00,0.227,ACORN-A,Affluent
MAC003718,Std,31/05/2013 08:30:00,0.237,ACORN-A,Affluent
MAC003718,Std,31/05/2013 09:00:00,0.159,ACORN-A,Affluent
MAC003718,Std,31/05/2013 09:30:00,0.171,ACORN-A,Affluent
MAC003718,Std,31/05/2013 10:00:00,0.157,ACORN-A,Affluent
MAC003718,Std,31/05/2013 10:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,31/05/2013 11:00:00,0.099,ACORN-A,Affluent
MAC003718,Std,31/05/2013 11:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,31/05/2013 12:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,31/05/2013 12:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,31/05/2013 13:00:00,0.292,ACORN-A,Affluent
MAC003718,Std,31/05/2013 13:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,31/05/2013 14:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,31/05/2013 14:30:00,0.192,ACORN-A,Affluent
MAC003718,Std,31/05/2013 15:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,31/05/2013 15:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,31/05/2013 16:00:00,0.083,ACORN-A,Affluent
MAC003718,Std,31/05/2013 16:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,31/05/2013 17:00:00,0.194,ACORN-A,Affluent
MAC003718,Std,31/05/2013 17:30:00,0.18,ACORN-A,Affluent
MAC003718,Std,31/05/2013 18:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,31/05/2013 18:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,31/05/2013 19:00:00,0.281,ACORN-A,Affluent
MAC003718,Std,31/05/2013 19:30:00,0.192,ACORN-A,Affluent
MAC003718,Std,31/05/2013 20:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,31/05/2013 20:30:00,0.235,ACORN-A,Affluent
MAC003718,Std,31/05/2013 21:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,31/05/2013 21:30:00,0.464,ACORN-A,Affluent
MAC003718,Std,31/05/2013 22:00:00,0.226,ACORN-A,Affluent
MAC003718,Std,31/05/2013 22:30:00,0.748,ACORN-A,Affluent
MAC003718,Std,31/05/2013 23:00:00,0.241,ACORN-A,Affluent
MAC003718,Std,31/05/2013 23:30:00,0.529,ACORN-A,Affluent
MAC003718,Std,01/06/2013 00:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,01/06/2013 00:30:00,0.092,ACORN-A,Affluent
MAC003718,Std,01/06/2013 01:00:00,0.118,ACORN-A,Affluent
MAC003718,Std,01/06/2013 01:30:00,0.136,ACORN-A,Affluent
MAC003718,Std,01/06/2013 02:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,01/06/2013 02:30:00,0.123,ACORN-A,Affluent
MAC003718,Std,01/06/2013 03:00:00,0.101,ACORN-A,Affluent
MAC003718,Std,01/06/2013 03:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,01/06/2013 04:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,01/06/2013 04:30:00,0.215,ACORN-A,Affluent
MAC003718,Std,01/06/2013 05:00:00,0.269,ACORN-A,Affluent
MAC003718,Std,01/06/2013 05:30:00,0.112,ACORN-A,Affluent
MAC003718,Std,01/06/2013 06:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,01/06/2013 06:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,01/06/2013 07:00:00,0.144,ACORN-A,Affluent
MAC003718,Std,01/06/2013 07:30:00,0.185,ACORN-A,Affluent
MAC003718,Std,01/06/2013 08:00:00,0.138,ACORN-A,Affluent
MAC003718,Std,01/06/2013 08:30:00,0.259,ACORN-A,Affluent
MAC003718,Std,01/06/2013 09:00:00,0.178,ACORN-A,Affluent
MAC003718,Std,01/06/2013 09:30:00,0.104,ACORN-A,Affluent
MAC003718,Std,01/06/2013 10:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,01/06/2013 10:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,01/06/2013 11:00:00,0.21,ACORN-A,Affluent
MAC003718,Std,01/06/2013 11:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,01/06/2013 12:00:00,0.078,ACORN-A,Affluent
MAC003718,Std,01/06/2013 12:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,01/06/2013 13:00:00,0.093,ACORN-A,Affluent
MAC003718,Std,01/06/2013 13:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,01/06/2013 14:00:00,0.123,ACORN-A,Affluent
MAC003718,Std,01/06/2013 14:30:00,0.122,ACORN-A,Affluent
MAC003718,Std,01/06/2013 15:00:00,0.103,ACORN-A,Affluent
MAC003718,Std,01/06/2013 15:30:00,0.172,ACORN-A,Affluent
MAC003718,Std,01/06/2013 16:00:00,0.088,ACORN-A,Affluent
MAC003718,Std,01/06/2013 16:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,01/06/2013 17:00:00,0.102,ACORN-A,Affluent
MAC003718,Std,01/06/2013 17:30:00,0.137,ACORN-A,Affluent
MAC003718,Std,01/06/2013 18:00:00,0.126,ACORN-A,Affluent
MAC003718,Std,01/06/2013 18:30:00,0.107,ACORN-A,Affluent
MAC003718,Std,01/06/2013 19:00:00,0.122,ACORN-A,Affluent
MAC003718,Std,01/06/2013 19:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,01/06/2013 20:00:00,0.329,ACORN-A,Affluent
MAC003718,Std,01/06/2013 20:30:00,0.243,ACORN-A,Affluent
MAC003718,Std,01/06/2013 21:00:00,0.3,ACORN-A,Affluent
MAC003718,Std,01/06/2013 21:30:00,0.183,ACORN-A,Affluent
MAC003718,Std,01/06/2013 22:00:00,0.758,ACORN-A,Affluent
MAC003718,Std,01/06/2013 22:30:00,0.678,ACORN-A,Affluent
MAC003718,Std,01/06/2013 23:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,01/06/2013 23:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,02/06/2013 00:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,02/06/2013 00:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,02/06/2013 01:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,02/06/2013 01:30:00,0.102,ACORN-A,Affluent
MAC003718,Std,02/06/2013 02:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,02/06/2013 02:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,02/06/2013 03:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,02/06/2013 03:30:00,0.105,ACORN-A,Affluent
MAC003718,Std,02/06/2013 04:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,02/06/2013 04:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,02/06/2013 05:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,02/06/2013 05:30:00,0.089,ACORN-A,Affluent
MAC003718,Std,02/06/2013 06:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,02/06/2013 06:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,02/06/2013 07:00:00,0.424,ACORN-A,Affluent
MAC003718,Std,02/06/2013 07:30:00,0.347,ACORN-A,Affluent
MAC003718,Std,02/06/2013 08:00:00,0.201,ACORN-A,Affluent
MAC003718,Std,02/06/2013 08:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,02/06/2013 09:00:00,0.153,ACORN-A,Affluent
MAC003718,Std,02/06/2013 09:30:00,0.152,ACORN-A,Affluent
MAC003718,Std,02/06/2013 10:00:00,0.112,ACORN-A,Affluent
MAC003718,Std,02/06/2013 10:30:00,0.108,ACORN-A,Affluent
MAC003718,Std,02/06/2013 11:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,02/06/2013 11:30:00,0.114,ACORN-A,Affluent
MAC003718,Std,02/06/2013 12:00:00,0.115,ACORN-A,Affluent
MAC003718,Std,02/06/2013 12:30:00,0.116,ACORN-A,Affluent
MAC003718,Std,02/06/2013 13:00:00,0.106,ACORN-A,Affluent
MAC003718,Std,02/06/2013 13:30:00,0.156,ACORN-A,Affluent
MAC003718,Std,02/06/2013 14:00:00,0.156,ACORN-A,Affluent
MAC003718,Std,02/06/2013 14:30:00,0.155,ACORN-A,Affluent
MAC003718,Std,02/06/2013 15:00:00,0.152,ACORN-A,Affluent
MAC003718,Std,02/06/2013 15:30:00,0.115,ACORN-A,Affluent
MAC003718,Std,02/06/2013 16:00:00,0.103,ACORN-A,Affluent
MAC003718,Std,02/06/2013 16:30:00,0.106,ACORN-A,Affluent
MAC003718,Std,02/06/2013 17:00:00,0.094,ACORN-A,Affluent
MAC003718,Std,02/06/2013 17:30:00,0.144,ACORN-A,Affluent
MAC003718,Std,02/06/2013 18:00:00,0.161,ACORN-A,Affluent
MAC003718,Std,02/06/2013 18:30:00,0.154,ACORN-A,Affluent
MAC003718,Std,02/06/2013 19:00:00,0.29,ACORN-A,Affluent
MAC003718,Std,02/06/2013 19:30:00,0.165,ACORN-A,Affluent
MAC003718,Std,02/06/2013 20:00:00,0.181,ACORN-A,Affluent
MAC003718,Std,02/06/2013 20:30:00,0.307,ACORN-A,Affluent
MAC003718,Std,02/06/2013 21:00:00,0.161,ACORN-A,Affluent
MAC003718,Std,02/06/2013 21:30:00,0.147,ACORN-A,Affluent
MAC003718,Std,02/06/2013 22:00:00,0.225,ACORN-A,Affluent
MAC003718,Std,02/06/2013 22:30:00,0.888,ACORN-A,Affluent
MAC003718,Std,02/06/2013 23:00:00,0.52,ACORN-A,Affluent
MAC003718,Std,02/06/2013 23:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,03/06/2013 00:00:00,0.088,ACORN-A,Affluent
MAC003718,Std,03/06/2013 00:30:00,0.08,ACORN-A,Affluent
MAC003718,Std,03/06/2013 01:00:00,0.127,ACORN-A,Affluent
MAC003718,Std,03/06/2013 01:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,03/06/2013 02:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,03/06/2013 02:30:00,0.13,ACORN-A,Affluent
MAC003718,Std,03/06/2013 03:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,03/06/2013 03:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,03/06/2013 04:00:00,0.085,ACORN-A,Affluent
MAC003718,Std,03/06/2013 04:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,03/06/2013 05:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,03/06/2013 05:30:00,0.097,ACORN-A,Affluent
MAC003718,Std,03/06/2013 06:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,03/06/2013 06:30:00,0.134,ACORN-A,Affluent
MAC003718,Std,03/06/2013 07:00:00,0.128,ACORN-A,Affluent
MAC003718,Std,03/06/2013 07:30:00,0.11,ACORN-A,Affluent
MAC003718,Std,03/06/2013 08:00:00,0.264,ACORN-A,Affluent
MAC003718,Std,03/06/2013 08:30:00,0.341,ACORN-A,Affluent
MAC003718,Std,03/06/2013 09:00:00,0.723,ACORN-A,Affluent
MAC003718,Std,03/06/2013 09:30:00,0.388,ACORN-A,Affluent
MAC003718,Std,03/06/2013 10:00:00,0.184,ACORN-A,Affluent
MAC003718,Std,03/06/2013 10:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,03/06/2013 11:00:00,0.428,ACORN-A,Affluent
MAC003718,Std,03/06/2013 11:30:00,0.216,ACORN-A,Affluent
MAC003718,Std,03/06/2013 12:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,03/06/2013 12:30:00,0.757,ACORN-A,Affluent
MAC003718,Std,03/06/2013 13:00:00,0.217,ACORN-A,Affluent
MAC003718,Std,03/06/2013 13:30:00,0.198,ACORN-A,Affluent
MAC003718,Std,03/06/2013 14:00:00,0.392,ACORN-A,Affluent
MAC003718,Std,03/06/2013 14:30:00,0.236,ACORN-A,Affluent
MAC003718,Std,03/06/2013 15:00:00,0.177,ACORN-A,Affluent
MAC003718,Std,03/06/2013 15:30:00,0.148,ACORN-A,Affluent
MAC003718,Std,03/06/2013 16:00:00,0.083,ACORN-A,Affluent
MAC003718,Std,03/06/2013 16:30:00,0.075,ACORN-A,Affluent
MAC003718,Std,03/06/2013 17:00:00,0.075,ACORN-A,Affluent
MAC003718,Std,03/06/2013 17:30:00,0.119,ACORN-A,Affluent
MAC003718,Std,03/06/2013 18:00:00,0.097,ACORN-A,Affluent
MAC003718,Std,03/06/2013 18:30:00,0.092,ACORN-A,Affluent
MAC003718,Std,03/06/2013 19:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,03/06/2013 19:30:00,0.185,ACORN-A,Affluent
MAC003718,Std,03/06/2013 20:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,03/06/2013 20:30:00,0.196,ACORN-A,Affluent
MAC003718,Std,03/06/2013 21:00:00,0.215,ACORN-A,Affluent
MAC003718,Std,03/06/2013 21:30:00,0.511,ACORN-A,Affluent
MAC003718,Std,03/06/2013 22:00:00,0.875,ACORN-A,Affluent
MAC003718,Std,03/06/2013 22:30:00,0.596,ACORN-A,Affluent
MAC003718,Std,03/06/2013 23:00:00,0.226,ACORN-A,Affluent
MAC003718,Std,03/06/2013 23:30:00,0.1,ACORN-A,Affluent
MAC003718,Std,04/06/2013 00:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,04/06/2013 00:30:00,0.094,ACORN-A,Affluent
MAC003718,Std,04/06/2013 01:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,04/06/2013 01:30:00,0.088,ACORN-A,Affluent
MAC003718,Std,04/06/2013 02:00:00,0.123,ACORN-A,Affluent
MAC003718,Std,04/06/2013 02:30:00,0.132,ACORN-A,Affluent
MAC003718,Std,04/06/2013 03:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,04/06/2013 03:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,04/06/2013 04:00:00,0.092,ACORN-A,Affluent
MAC003718,Std,04/06/2013 04:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,04/06/2013 05:00:00,0.084,ACORN-A,Affluent
MAC003718,Std,04/06/2013 05:30:00,0.088,ACORN-A,Affluent
MAC003718,Std,04/06/2013 06:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,04/06/2013 06:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,04/06/2013 07:00:00,0.289,ACORN-A,Affluent
MAC003718,Std,04/06/2013 07:30:00,0.244,ACORN-A,Affluent
MAC003718,Std,04/06/2013 08:00:00,0.23,ACORN-A,Affluent
MAC003718,Std,04/06/2013 08:30:00,0.185,ACORN-A,Affluent
MAC003718,Std,04/06/2013 09:00:00,0.224,ACORN-A,Affluent
MAC003718,Std,04/06/2013 09:30:00,0.288,ACORN-A,Affluent
MAC003718,Std,04/06/2013 10:00:00,0.178,ACORN-A,Affluent
MAC003718,Std,04/06/2013 10:30:00,0.301,ACORN-A,Affluent
MAC003718,Std,04/06/2013 11:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,04/06/2013 11:30:00,0.081,ACORN-A,Affluent
MAC003718,Std,04/06/2013 12:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,04/06/2013 12:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,04/06/2013 13:00:00,0.099,ACORN-A,Affluent
MAC003718,Std,04/06/2013 13:30:00,0.108,ACORN-A,Affluent
MAC003718,Std,04/06/2013 14:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,04/06/2013 14:30:00,0.122,ACORN-A,Affluent
MAC003718,Std,04/06/2013 15:00:00,0.114,ACORN-A,Affluent
MAC003718,Std,04/06/2013 15:30:00,0.119,ACORN-A,Affluent
MAC003718,Std,04/06/2013 16:00:00,0.089,ACORN-A,Affluent
MAC003718,Std,04/06/2013 16:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,04/06/2013 17:00:00,0.089,ACORN-A,Affluent
MAC003718,Std,04/06/2013 17:30:00,0.099,ACORN-A,Affluent
MAC003718,Std,04/06/2013 18:00:00,0.223,ACORN-A,Affluent
MAC003718,Std,04/06/2013 18:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,04/06/2013 19:00:00,0.197,ACORN-A,Affluent
MAC003718,Std,04/06/2013 19:30:00,0.655,ACORN-A,Affluent
MAC003718,Std,04/06/2013 20:00:00,0.715,ACORN-A,Affluent
MAC003718,Std,04/06/2013 20:30:00,0.162,ACORN-A,Affluent
MAC003718,Std,04/06/2013 21:00:00,0.288,ACORN-A,Affluent
MAC003718,Std,04/06/2013 21:30:00,0.261,ACORN-A,Affluent
MAC003718,Std,04/06/2013 22:00:00,0.181,ACORN-A,Affluent
MAC003718,Std,04/06/2013 22:30:00,0.246,ACORN-A,Affluent
MAC003718,Std,04/06/2013 23:00:00,0.156,ACORN-A,Affluent
MAC003718,Std,04/06/2013 23:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,05/06/2013 00:00:00,0.086,ACORN-A,Affluent
MAC003718,Std,05/06/2013 00:30:00,0.091,ACORN-A,Affluent
MAC003718,Std,05/06/2013 01:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,05/06/2013 01:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,05/06/2013 02:00:00,0.138,ACORN-A,Affluent
MAC003718,Std,05/06/2013 02:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,05/06/2013 03:00:00,0.123,ACORN-A,Affluent
MAC003718,Std,05/06/2013 03:30:00,0.115,ACORN-A,Affluent
MAC003718,Std,05/06/2013 04:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,05/06/2013 04:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,05/06/2013 05:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,05/06/2013 05:30:00,0.234,ACORN-A,Affluent
MAC003718,Std,05/06/2013 06:00:00,0.205,ACORN-A,Affluent
MAC003718,Std,05/06/2013 06:30:00,0.188,ACORN-A,Affluent
MAC003718,Std,05/06/2013 07:00:00,0.361,ACORN-A,Affluent
MAC003718,Std,05/06/2013 07:30:00,0.264,ACORN-A,Affluent
MAC003718,Std,05/06/2013 08:00:00,0.275,ACORN-A,Affluent
MAC003718,Std,05/06/2013 08:30:00,0.33,ACORN-A,Affluent
MAC003718,Std,05/06/2013 09:00:00,0.223,ACORN-A,Affluent
MAC003718,Std,05/06/2013 09:30:00,0.407,ACORN-A,Affluent
MAC003718,Std,05/06/2013 10:00:00,0.111,ACORN-A,Affluent
MAC003718,Std,05/06/2013 10:30:00,0.1,ACORN-A,Affluent
MAC003718,Std,05/06/2013 11:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,05/06/2013 11:30:00,0.096,ACORN-A,Affluent
MAC003718,Std,05/06/2013 12:00:00,0.096,ACORN-A,Affluent
MAC003718,Std,05/06/2013 12:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,05/06/2013 13:00:00,0.085,ACORN-A,Affluent
MAC003718,Std,05/06/2013 13:30:00,0.107,ACORN-A,Affluent
MAC003718,Std,05/06/2013 14:00:00,0.103,ACORN-A,Affluent
MAC003718,Std,05/06/2013 14:30:00,0.15,ACORN-A,Affluent
MAC003718,Std,05/06/2013 15:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,05/06/2013 15:30:00,0.135,ACORN-A,Affluent
MAC003718,Std,05/06/2013 16:00:00,0.145,ACORN-A,Affluent
MAC003718,Std,05/06/2013 16:30:00,0.103,ACORN-A,Affluent
MAC003718,Std,05/06/2013 17:00:00,0.249,ACORN-A,Affluent
MAC003718,Std,05/06/2013 17:30:00,0.164,ACORN-A,Affluent
MAC003718,Std,05/06/2013 18:00:00,0.171,ACORN-A,Affluent
MAC003718,Std,05/06/2013 18:30:00,0.205,ACORN-A,Affluent
MAC003718,Std,05/06/2013 19:00:00,0.118,ACORN-A,Affluent
MAC003718,Std,05/06/2013 19:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,05/06/2013 20:00:00,0.186,ACORN-A,Affluent
MAC003718,Std,05/06/2013 20:30:00,0.298,ACORN-A,Affluent
MAC003718,Std,05/06/2013 21:00:00,0.473,ACORN-A,Affluent
MAC003718,Std,05/06/2013 21:30:00,0.412,ACORN-A,Affluent
MAC003718,Std,05/06/2013 22:00:00,0.168,ACORN-A,Affluent
MAC003718,Std,05/06/2013 22:30:00,0.279,ACORN-A,Affluent
MAC003718,Std,05/06/2013 23:00:00,0.541,ACORN-A,Affluent
MAC003718,Std,05/06/2013 23:30:00,0.238,ACORN-A,Affluent
MAC003718,Std,06/06/2013 00:00:00,0.115,ACORN-A,Affluent
MAC003718,Std,06/06/2013 00:30:00,0.659,ACORN-A,Affluent
MAC003718,Std,06/06/2013 01:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,06/06/2013 01:30:00,0.11,ACORN-A,Affluent
MAC003718,Std,06/06/2013 02:00:00,0.133,ACORN-A,Affluent
MAC003718,Std,06/06/2013 02:30:00,0.131,ACORN-A,Affluent
MAC003718,Std,06/06/2013 03:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,06/06/2013 03:30:00,0.119,ACORN-A,Affluent
MAC003718,Std,06/06/2013 04:00:00,0.089,ACORN-A,Affluent
MAC003718,Std,06/06/2013 04:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,06/06/2013 05:00:00,0.088,ACORN-A,Affluent
MAC003718,Std,06/06/2013 05:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,06/06/2013 06:00:00,0.142,ACORN-A,Affluent
MAC003718,Std,06/06/2013 06:30:00,0.141,ACORN-A,Affluent
MAC003718,Std,06/06/2013 07:00:00,0.132,ACORN-A,Affluent
MAC003718,Std,06/06/2013 07:30:00,0.461,ACORN-A,Affluent
MAC003718,Std,06/06/2013 08:00:00,0.509,ACORN-A,Affluent
MAC003718,Std,06/06/2013 08:30:00,0.265,ACORN-A,Affluent
MAC003718,Std,06/06/2013 09:00:00,0.202,ACORN-A,Affluent
MAC003718,Std,06/06/2013 09:30:00,0.158,ACORN-A,Affluent
MAC003718,Std,06/06/2013 10:00:00,0.127,ACORN-A,Affluent
MAC003718,Std,06/06/2013 10:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,06/06/2013 11:00:00,0.126,ACORN-A,Affluent
MAC003718,Std,06/06/2013 11:30:00,0.125,ACORN-A,Affluent
MAC003718,Std,06/06/2013 12:00:00,0.18,ACORN-A,Affluent
MAC003718,Std,06/06/2013 12:30:00,0.117,ACORN-A,Affluent
MAC003718,Std,06/06/2013 13:00:00,0.103,ACORN-A,Affluent
MAC003718,Std,06/06/2013 13:30:00,0.149,ACORN-A,Affluent
MAC003718,Std,06/06/2013 14:00:00,0.134,ACORN-A,Affluent
MAC003718,Std,06/06/2013 14:30:00,0.126,ACORN-A,Affluent
MAC003718,Std,06/06/2013 15:00:00,0.124,ACORN-A,Affluent
MAC003718,Std,06/06/2013 15:30:00,0.162,ACORN-A,Affluent
MAC003718,Std,06/06/2013 16:00:00,0.077,ACORN-A,Affluent
MAC003718,Std,06/06/2013 16:30:00,0.118,ACORN-A,Affluent
MAC003718,Std,06/06/2013 17:00:00,0.135,ACORN-A,Affluent
MAC003718,Std,06/06/2013 17:30:00,0.121,ACORN-A,Affluent
MAC003718,Std,06/06/2013 18:00:00,0.095,ACORN-A,Affluent
MAC003718,Std,06/06/2013 18:30:00,0.103,ACORN-A,Affluent
MAC003718,Std,06/06/2013 19:00:00,0.106,ACORN-A,Affluent
MAC003718,Std,06/06/2013 19:30:00,0.116,ACORN-A,Affluent
MAC003718,Std,06/06/2013 20:00:00,0.317,ACORN-A,Affluent
MAC003718,Std,06/06/2013 20:30:00,0.179,ACORN-A,Affluent
MAC003718,Std,06/06/2013 21:00:00,0.247,ACORN-A,Affluent
MAC003718,Std,06/06/2013 21:30:00,0.201,ACORN-A,Affluent
MAC003718,Std,06/06/2013 22:00:00,0.218,ACORN-A,Affluent
MAC003718,Std,06/06/2013 22:30:00,0.75,ACORN-A,Affluent
MAC003718,Std,06/06/2013 23:00:00,0.434,ACORN-A,Affluent
MAC003718,Std,06/06/2013 23:30:00,0.314,ACORN-A,Affluent
MAC003718,Std,07/06/2013 00:00:00,0.091,ACORN-A,Affluent
MAC003718,Std,07/06/2013 00:30:00,0.083,ACORN-A,Affluent
MAC003718,Std,07/06/2013 01:00:00,0.087,ACORN-A,Affluent
MAC003718,Std,07/06/2013 01:30:00,0.09,ACORN-A,Affluent
MAC003718,Std,07/06/2013 02:00:00,0.09,ACORN-A,Affluent
MAC003718,Std,07/06/2013 02:30:00,0.136,ACORN-A,Affluent
MAC003718,Std,07/06/2013 03:00:00,0.13,ACORN-A,Affluent
MAC003718,Std,07/06/2013 03:30:00,0.129,ACORN-A,Affluent
MAC003718,Std,07/06/2013 04:00:00,0.129,ACORN-A,Affluent
MAC003718,Std,07/06/2013 04:30:00,0.093,ACORN-A,Affluent
MAC003718,Std,07/06/2013 05:00:00,0.081,ACORN-A,Affluent
MAC003718,Std,07/06/2013 05:30:00,0.095,ACORN-A,Affluent
MAC003718,Std,07/06/2013 06:00:00,0.141,ACORN-A,Affluent
MAC003718,Std,07/06/2013 06:30:00,0.138,ACORN-A,Affluent
MAC003718,Std,07/06/2013 07:00:00,0.126,ACORN-A,Affluent
MAC003718,Std,07/06/2013 07:30:00,0.304,ACORN-A,Affluent
MAC003718,Std,07/06/2013 08:00:00,0.171,ACORN-A,Affluent
MAC003718,Std,07/06/2013 08:30:00,0.167,ACORN-A,Affluent
MAC003718,Std,07/06/2013 09:00:00,0.238,ACORN-A,Affluent
MAC003718,Std,07/06/2013 09:30:00,0.414,ACORN-A,Affluent
MAC003718,Std,07/06/2013 10:00:00,0.414,ACORN-A,Affluent
MAC003718,Std,07/06/2013 10:30:00,0.121,ACORN-A,Affluent
MAC003718,Std,07/06/2013 11:00:00,0.143,ACORN-A,Affluent
MAC003718,Std,07/06/2013 11:30:00,0.092,ACORN-A,Affluent
MAC003718,Std,07/06/2013 12:00:00,0.081,ACORN-A,Affluent
MAC003718,Std,07/06/2013 12:30:00,0.087,ACORN-A,Affluent
MAC003718,Std,07/06/2013 13:00:00,0.105,ACORN-A,Affluent
MAC003718,Std,07/06/2013 13:30:00,0.133,ACORN-A,Affluent
MAC003718,Std,07/06/2013 14:00:00,0.13,ACORN-A,Affluent
